Tax Year,Credit Type,Place of Residence,County,Notes,Number of Claims,Credit Amount Claimed ($000),Average Credit,Place of Residence Sort Order
2010,NYS Noncustodial Parent EITC,Herkimer,Herkimer,,56,26,459,27
2010,NYS Noncustodial Parent EITC,Jefferson,Jefferson,,110,52,469,28
2010,NYS Noncustodial Parent EITC,Lewis,Lewis,,25,12,465,29
2010,NYS Noncustodial Parent EITC,Livingston,Livingston,,53,27,512,30
2010,NYS Noncustodial Parent EITC,Madison,Madison,,61,29,476,31
2010,NYS Noncustodial Parent EITC,Monroe,Monroe,,475,212,446,32
2010,NYS Noncustodial Parent EITC,Montgomery,Montgomery,,49,17,347,33
2010,NYS Noncustodial Parent EITC,Nassau,Nassau,,140,55,396,34
2010,NYS Noncustodial Parent EITC,Niagara,Niagara,,224,104,466,35
2010,NYS Noncustodial Parent EITC,Oneida,Oneida,,202,91,448,36
2010,NYS Noncustodial Parent EITC,Onondaga,Onondaga,,375,174,464,37
2010,NYS Noncustodial Parent EITC,Ontario,Ontario,,120,55,461,38
2010,NYS Noncustodial Parent EITC,Orange,Orange,,107,49,454,39
2010,NYS Noncustodial Parent EITC,Orleans,Orleans,,36,19,519,40
2010,NYS Noncustodial Parent EITC,Oswego,Oswego,,110,52,471,41
2010,NYS Noncustodial Parent EITC,Otsego,Otsego,,58,29,508,42
2010,NYS Noncustodial Parent EITC,Putnam,Putnam,d/,,,382,43
2010,NYS Noncustodial Parent EITC,Rensselaer,Rensselaer,,116,50,431,44
2010,NYS Noncustodial Parent EITC,Rockland,Rockland,,41,19,472,45
2010,NYS Noncustodial Parent EITC,St. Lawrence,St. Lawrence,,141,72,509,46
2010,NYS Noncustodial Parent EITC,Saratoga,Saratoga,,131,52,395,47
2010,NYS Noncustodial Parent EITC,Schenectady,Schenectady,,118,53,448,48
2010,NYS Noncustodial Parent EITC,Schoharie,Schoharie,,28,12,431,49
2010,NYS Noncustodial Parent EITC,Schuyler,Schuyler,,30,15,492,50
2010,NYS Noncustodial Parent EITC,Seneca,Seneca,,49,26,532,51
2010,NYS Noncustodial Parent EITC,Steuben,Steuben,,138,69,504,52
2010,NYS Noncustodial Parent EITC,Suffolk,Suffolk,,243,105,430,53
2010,NYS Noncustodial Parent EITC,Sullivan,Sullivan,,54,21,394,54
2010,NYS Noncustodial Parent EITC,Tioga,Tioga,,46,21,467,55
2010,NYS Noncustodial Parent EITC,Tompkins,Tompkins,,75,33,437,56
2010,NYS Noncustodial Parent EITC,Ulster,Ulster,,111,54,487,57
2010,NYS Noncustodial Parent EITC,Warren,Warren,,63,29,464,58
2010,NYS Noncustodial Parent EITC,Washington,Washington,,74,33,445,59
2010,NYS Noncustodial Parent EITC,Wayne,Wayne,,103,47,460,60
2010,NYS Noncustodial Parent EITC,Westchester,Westchester,,129,60,462,61
2010,NYS Noncustodial Parent EITC,Wyoming,Wyoming,,35,16,467,62
2010,NYS Noncustodial Parent EITC,Yates,Yates,,25,13,534,63
2010,NYS Noncustodial Parent EITC,Unclassified,Not Applicable,,0,0,0,64
2010,NYS Noncustodial Parent EITC,Grand Total,Grand Total,,7745,3529,456,65
2009,NYC EITC,New York City - Bronx,Bronx,,198530,23252,117,1
2009,NYC EITC,New York City - Kings,Kings,,290982,32377,111,2
2009,NYC EITC,New York City - Manhattan,Manhattan,,125486,11573,92,3
2009,NYC EITC,New York City - Queens,Queens,,232677,23408,101,4
2009,NYC EITC,New York City - Richmond,Richmond,,27791,2882,104,5
2009,NYC EITC,"Total, Non-New York City Counties","Total, Non-New York City Counties",,7964,863,108,7
2009,NYC EITC,All Other *,Not Applicable,,4907,299,61,9
2009,NYC EITC,Grand Total,Grand Total,,888337,94654,107,65
2009,NYS EITC,New York City - Bronx,Bronx,,196179,134899,688,1
2009,NYS EITC,New York City - Kings,Kings,,284926,187960,660,2
2009,NYS EITC,New York City - Manhattan,Manhattan,,121894,66932,549,3
2009,NYS EITC,New York City - Queens,Queens,,227988,136421,598,4
2009,NYS EITC,New York City - Richmond,Richmond,,27209,16728,615,5
2009,NYS EITC,Albany,Albany,,18166,10610,584,7
2009,NYS EITC,Allegany,Allegany,,3640,2241,616,8
2009,NYS EITC,Broome,Broome,,14473,8785,607,9
2009,NYS EITC,Cattaraugus,Cattaraugus,,6765,4273,632,10
2009,NYS EITC,Cayuga,Cayuga,,5537,3322,600,11
2009,NYS EITC,Chautauqua,Chautauqua,,11140,7029,631,12
2009,NYS EITC,Chemung,Chemung,,7306,4470,612,13
2009,NYS EITC,Chenango,Chenango,,4407,2791,633,14
2009,NYS EITC,Clinton,Clinton,,5661,3251,574,15
2009,NYS EITC,Columbia,Columbia,,4002,2260,565,16
2009,NYS EITC,Cortland,Cortland,,3693,2236,605,17
2009,NYS EITC,Delaware,Delaware,,3467,2056,593,18
2009,NYS EITC,Dutchess,Dutchess,,13520,7507,555,19
2009,NYS EITC,Erie,Erie,,61708,37748,612,20
2009,NYS EITC,Essex,Essex,,2591,1484,573,21
2009,NYS EITC,Franklin,Franklin,,3867,2439,631,22
2009,NYS EITC,Fulton,Fulton,,4798,2934,612,23
2009,NYS EITC,Genesee,Genesee,,4174,2510,601,24
2009,NYS EITC,Greene,Greene,,3305,1827,553,25
2009,NYS EITC,Hamilton,Hamilton,,330,172,520,26
2009,NYS EITC,Herkimer,Herkimer,,5055,3134,620,27
2009,NYS EITC,Jefferson,Jefferson,,8384,5278,630,28
2009,NYS EITC,Lewis,Lewis,,1810,1096,606,29
2009,NYS EITC,Livingston,Livingston,,3871,2289,591,30
2009,NYS EITC,Madison,Madison,,4587,2783,607,31
2009,NYS EITC,Monroe,Monroe,,53086,32985,621,32
2009,NYS EITC,Montgomery,Montgomery,,4832,3041,629,33
2009,NYS EITC,Nassau,Nassau,,63073,36875,585,34
2009,NYS EITC,Niagara,Niagara,,15779,9511,603,35
2009,NYS EITC,Oneida,Oneida,,18335,11711,639,36
2009,NYS EITC,Onondaga,Onondaga,,33016,20322,616,37
2009,NYS EITC,Ontario,Ontario,,6700,3955,590,38
2009,NYS EITC,Orange,Orange,,21578,14588,676,39
2009,NYS EITC,Orleans,Orleans,,3323,2069,623,40
2009,NYS EITC,Oswego,Oswego,,9925,6123,617,41
2009,NYS EITC,Otsego,Otsego,,4281,2493,582,42
2009,NYS EITC,Putnam,Putnam,,3045,1442,474,43
2009,NYS EITC,Rensselaer,Rensselaer,,10162,5916,582,44
2009,NYS EITC,Rockland,Rockland,,16650,12509,751,45
2009,NYS EITC,St. Lawrence,St. Lawrence,,8094,5079,627,46
2009,NYS EITC,Saratoga,Saratoga,,10471,5799,554,47
2009,NYS EITC,Schenectady,Schenectady,,11333,6999,618,48
2009,NYS EITC,Schoharie,Schoharie,,1968,1128,573,49
2009,NYS EITC,Schuyler,Schuyler,,1492,866,580,50
2009,NYS EITC,Seneca,Seneca,,2477,1488,601,51
2009,NYS EITC,Steuben,Steuben,,7691,4757,618,52
2009,NYS EITC,Suffolk,Suffolk,,78635,46564,592,53
2009,NYS EITC,Sullivan,Sullivan,,6197,3952,638,54
2009,NYS EITC,Tioga,Tioga,,3763,2294,610,55
2009,NYS EITC,Tompkins,Tompkins,,5061,2761,546,56
2009,NYS EITC,Ulster,Ulster,,11591,6423,554,57
2009,NYS EITC,Warren,Warren,,4944,2795,565,58
2009,NYS EITC,Washington,Washington,,4749,2848,600,59
2009,NYS EITC,Wayne,Wayne,,7105,4322,608,60
2009,NYS EITC,Westchester,Westchester,,46640,27980,600,61
2009,NYS EITC,Wyoming,Wyoming,,2621,1514,577,62
2009,NYS EITC,Yates,Yates,,1914,1186,620,63
2009,NYS EITC,All Other *,Not Applicable,,30748,7157,233,64
2009,NYS EITC,Grand Total,Grand Total,,1575732,966912,614,65
2009,NYS Noncustodial Parent EITC,New York City - Bronx,Bronx,,415,176,421,1
2009,NYS Noncustodial Parent EITC,New York City - Kings,Kings,,562,240,418,2
2009,NYS Noncustodial Parent EITC,New York City - Manhattan,Manhattan,,257,113,395,3
2009,NYS Noncustodial Parent EITC,New York City - Queens,Queens,,391,167,405,4
2009,NYS Noncustodial Parent EITC,New York City - Richmond,Richmond,,53,26,414,5
2009,NYS Noncustodial Parent EITC,Albany,Albany,,256,108,420,7
2009,NYS Noncustodial Parent EITC,Allegany,Allegany,,79,35,441,8
2009,NYS Noncustodial Parent EITC,Broome,Broome,,294,143,486,9
2009,NYS Noncustodial Parent EITC,Cattaraugus,Cattaraugus,,147,73,498,10
2009,NYS Noncustodial Parent EITC,Cayuga,Cayuga,,135,61,453,11
2009,NYS Noncustodial Parent EITC,Chautauqua,Chautauqua,,218,106,485,12
2009,NYS Noncustodial Parent EITC,Chemung,Chemung,,144,70,487,13
2009,NYS Noncustodial Parent EITC,Chenango,Chenango,,85,40,466,14
2009,NYS Noncustodial Parent EITC,Clinton,Clinton,,109,52,476,15
2009,NYS Noncustodial Parent EITC,Columbia,Columbia,,45,20,444,16
2009,NYS Noncustodial Parent EITC,Cortland,Cortland,,78,34,434,17
2009,NYS Noncustodial Parent EITC,Delaware,Delaware,,54,25,465,18
2009,NYS Noncustodial Parent EITC,Dutchess,Dutchess,,112,49,434,19
2009,NYS Noncustodial Parent EITC,Erie,Erie,,802,376,469,20
2009,NYS Noncustodial Parent EITC,Essex,Essex,,38,15,402,21
2009,NYS Noncustodial Parent EITC,Franklin,Franklin,,76,34,449,22
2009,NYS Noncustodial Parent EITC,Fulton,Fulton,,79,36,460,23
2009,NYS Noncustodial Parent EITC,Genesee,Genesee,,94,37,396,24
2009,NYS Noncustodial Parent EITC,Greene,Greene,,46,19,408,25
2009,NYS Noncustodial Parent EITC,Hamilton,Hamilton,d/,,,784,26
2009,NYS Noncustodial Parent EITC,Herkimer,Herkimer,,88,47,539,27
2009,NYS Noncustodial Parent EITC,Jefferson,Jefferson,,139,67,480,28
2009,NYS Noncustodial Parent EITC,Lewis,Lewis,,31,14,442,29
2009,NYS Noncustodial Parent EITC,Livingston,Livingston,,59,27,454,30
2009,NYS Noncustodial Parent EITC,Madison,Madison,,93,43,467,31
2009,NYS Noncustodial Parent EITC,Monroe,Monroe,,627,277,443,32
2009,NYS Noncustodial Parent EITC,Montgomery,Montgomery,,66,28,432,33
2009,NYS Noncustodial Parent EITC,Nassau,Nassau,,175,71,408,34
2009,NYS Noncustodial Parent EITC,Niagara,Niagara,,275,132,481,35
2009,NYS Noncustodial Parent EITC,Oneida,Oneida,,229,107,469,36
2009,NYS Noncustodial Parent EITC,Onondaga,Onondaga,,422,182,432,37
2009,NYS Noncustodial Parent EITC,Ontario,Ontario,,139,64,458,38
2009,NYS Noncustodial Parent EITC,Orange,Orange,,143,62,436,39
2009,NYS Noncustodial Parent EITC,Orleans,Orleans,,143,62,436,40
2009,NYS Noncustodial Parent EITC,Oswego,Oswego,,47,20,433,41
2009,NYS Noncustodial Parent EITC,Otsego,Otsego,,156,71,457,42
2009,NYS Noncustodial Parent EITC,Putnam,Putnam,,72,35,481,43
2009,NYS Noncustodial Parent EITC,Rensselaer,Rensselaer,d/,,,347,44
2009,NYS Noncustodial Parent EITC,Rockland,Rockland,,151,67,442,45
2009,NYS Noncustodial Parent EITC,St. Lawrence,St. Lawrence,,44,19,437,46
2009,NYS Noncustodial Parent EITC,Saratoga,Saratoga,,158,73,462,47
2009,NYS Noncustodial Parent EITC,Schenectady,Schenectady,,176,74,418,48
2009,NYS Noncustodial Parent EITC,Schoharie,Schoharie,,146,62,423,49
2009,NYS Noncustodial Parent EITC,Schuyler,Schuyler,,36,17,465,50
2009,NYS Noncustodial Parent EITC,Seneca,Seneca,,30,13,442,51
2009,NYS Noncustodial Parent EITC,Steuben,Steuben,,66,38,579,52
2009,NYS Noncustodial Parent EITC,Suffolk,Suffolk,,171,88,514,53
2009,NYS Noncustodial Parent EITC,Sullivan,Sullivan,,334,149,445,54
2009,NYS Noncustodial Parent EITC,Tioga,Tioga,,61,28,460,55
2009,NYS Noncustodial Parent EITC,Tompkins,Tompkins,,69,31,444,56
2009,NYS Noncustodial Parent EITC,Ulster,Ulster,,98,47,475,57
2009,NYS Noncustodial Parent EITC,Warren,Warren,,136,59,432,58
2009,NYS Noncustodial Parent EITC,Washington,Washington,,111,54,489,59
2009,NYS Noncustodial Parent EITC,Wayne,Wayne,,114,49,430,60
2009,NYS Noncustodial Parent EITC,Westchester,Westchester,,160,72,448,61
2009,NYS Noncustodial Parent EITC,Wyoming,Wyoming,,154,67,435,62
2009,NYS Noncustodial Parent EITC,Yates,Yates,,56,24,426,63
2009,NYS Noncustodial Parent EITC,Unclassified,Not Applicable,,0,0,0,64
2009,NYS Noncustodial Parent EITC,Grand Total,Grand Total,,9650,4356,451,65
2008,NYC EITC,New York City - Bronx,Bronx,,183548,19924,109,1
2008,NYC EITC,New York City - Kings,Kings,,266246,27256,102,2
2008,NYC EITC,New York City - Manhattan,Manhattan,,118284,10311,87,3
2008,NYC EITC,New York City - Queens,Queens,,208133,19149,92,4
2008,NYC EITC,New York City - Richmond,Richmond,,24858,2352,95,5
2008,NYC EITC,"Total, Non-New York City Counties","Total, Non-New York City Counties",,6545,630,96,7
2008,NYC EITC,All Other *,Not Applicable,,4628,264,57,9
2008,NYC EITC,Grand Total,Grand Total,,812242,79886,98,65
2008,NYS EITC,New York City - Bronx,Bronx,,181977,115417,634,1
2008,NYS EITC,New York City - Kings,Kings,,261589,157303,601,2
2008,NYS EITC,New York City - Manhattan,Manhattan,,115577,59582,516,3
2008,NYS EITC,New York City - Queens,Queens,,204547,110545,540,4
2008,NYS EITC,New York City - Richmond,Richmond,,24367,13600,558,5
2008,NYS EITC,Albany,Albany,,17159,9195,536,7
2008,NYS EITC,Allegany,Allegany,,3295,1880,570,8
2008,NYS EITC,Broome,Broome,,13326,7483,562,9
2008,NYS EITC,Cattaraugus,Cattaraugus,,6071,3525,581,10
2008,NYS EITC,Cayuga,Cayuga,,5124,2854,557,11
2008,NYS EITC,Chautauqua,Chautauqua,,10282,5942,578,12
2008,NYS EITC,Chemung,Chemung,,6653,3838,577,13
2008,NYS EITC,Chenango,Chenango,,4030,2332,579,14
2008,NYS EITC,Clinton,Clinton,,5212,2774,532,15
2008,NYS EITC,Columbia,Columbia,,3673,1909,520,16
2008,NYS EITC,Cortland,Cortland,,3374,1873,555,17
2008,NYS EITC,Delaware,Delaware,,3139,1738,554,18
2008,NYS EITC,Dutchess,Dutchess,,12072,6194,513,19
2008,NYS EITC,Erie,Erie,,57185,32319,565,20
2008,NYS EITC,Essex,Essex,,2318,1215,524,21
2008,NYS EITC,Franklin,Franklin,,3597,2095,582,22
2008,NYS EITC,Fulton,Fulton,,4537,2567,566,23
2008,NYS EITC,Genesee,Genesee,,3751,2050,547,24
2008,NYS EITC,Greene,Greene,,2995,1576,526,25
2008,NYS EITC,Hamilton,Hamilton,,269,143,532,26
2008,NYS EITC,Herkimer,Herkimer,,4621,2653,574,27
2008,NYS EITC,Jefferson,Jefferson,,7510,4400,586,28
2008,NYS EITC,Lewis,Lewis,,1602,862,538,29
2008,NYS EITC,Livingston,Livingston,,3458,1927,557,30
2008,NYS EITC,Madison,Madison,,4083,2332,571,31
2008,NYS EITC,Monroe,Monroe,,49259,28541,579,32
2008,NYS EITC,Montgomery,Montgomery,,4528,2616,578,33
2008,NYS EITC,Nassau,Nassau,,55605,29652,533,34
2008,NYS EITC,Niagara,Niagara,,14454,8061,558,35
2008,NYS EITC,Oneida,Oneida,,17059,9936,582,36
2008,NYS EITC,Onondaga,Onondaga,,30735,17648,574,37
2008,NYS EITC,Ontario,Ontario,,6016,3270,543,38
2008,NYS EITC,Orange,Orange,,19662,12049,613,39
2008,NYS EITC,Orleans,Orleans,,3047,1712,562,40
2008,NYS EITC,Oswego,Oswego,,8982,5131,571,41
2008,NYS EITC,Otsego,Otsego,,3902,2123,544,42
2008,NYS EITC,Putnam,Putnam,,2605,1159,445,43
2008,NYS EITC,Rensselaer,Rensselaer,,9385,5062,539,44
2008,NYS EITC,Rockland,Rockland,,14764,9986,676,45
2008,NYS EITC,St. Lawrence,St. Lawrence,,7439,4273,574,46
2008,NYS EITC,Saratoga,Saratoga,,9490,4816,508,47
2008,NYS EITC,Schenectady,Schenectady,,10592,6041,570,48
2008,NYS EITC,Schoharie,Schoharie,,1875,975,520,49
2008,NYS EITC,Schuyler,Schuyler,,1336,746,559,50
2008,NYS EITC,Seneca,Seneca,,2282,1271,557,51
2008,NYS EITC,Steuben,Steuben,,7064,3975,563,52
2008,NYS EITC,Suffolk,Suffolk,,70094,37717,538,53
2008,NYS EITC,Sullivan,Sullivan,,5831,3467,595,54
2008,NYS EITC,Tioga,Tioga,,3378,1873,554,55
2008,NYS EITC,Tompkins,Tompkins,,4549,2256,496,56
2008,NYS EITC,Ulster,Ulster,,10596,5464,516,57
2008,NYS EITC,Warren,Warren,,4530,2341,517,58
2008,NYS EITC,Washington,Washington,,4313,2387,553,59
2008,NYS EITC,Wayne,Wayne,,6388,3617,566,60
2008,NYS EITC,Westchester,Westchester,,41342,22660,548,61
2008,NYS EITC,Wyoming,Wyoming,,2278,1232,541,62
2008,NYS EITC,Yates,Yates,,1738,991,570,63
2008,NYS EITC,All Other *,Not Applicable,,26864,5944,221,64
2008,NYS EITC,Grand Total,Grand Total,,1439375,811117,564,65
2008,NYS Noncustodial Parent EITC,New York City - Bronx,Bronx,,273,115,421,1
2008,NYS Noncustodial Parent EITC,New York City - Kings,Kings,,345,144,418,2
2008,NYS Noncustodial Parent EITC,New York City - Manhattan,Manhattan,,174,69,395,3
2008,NYS Noncustodial Parent EITC,New York City - Queens,Queens,,234,95,405,4
2008,NYS Noncustodial Parent EITC,New York City - Richmond,Richmond,,28,12,414,5
2008,NYS Noncustodial Parent EITC,Albany,Albany,,157,63,400,7
2008,NYS Noncustodial Parent EITC,Allegany,Allegany,,66,29,442,8
2008,NYS Noncustodial Parent EITC,Broome,Broome,,227,101,445,9
2008,NYS Noncustodial Parent EITC,Cattaraugus,Cattaraugus,,121,56,460,10
2008,NYS Noncustodial Parent EITC,Cayuga,Cayuga,,87,37,427,11
2008,NYS Noncustodial Parent EITC,Chautauqua,Chautauqua,,158,75,477,12
2008,NYS Noncustodial Parent EITC,Chemung,Chemung,,112,54,478,13
2008,NYS Noncustodial Parent EITC,Chenango,Chenango,,46,17,362,14
2008,NYS Noncustodial Parent EITC,Clinton,Clinton,,89,39,433,15
2008,NYS Noncustodial Parent EITC,Columbia,Columbia,,33,13,390,16
2008,NYS Noncustodial Parent EITC,Cortland,Cortland,,53,25,472,17
2008,NYS Noncustodial Parent EITC,Delaware,Delaware,,39,16,417,18
2008,NYS Noncustodial Parent EITC,Dutchess,Dutchess,,87,36,415,19
2008,NYS Noncustodial Parent EITC,Erie,Erie,,532,231,434,20
2008,NYS Noncustodial Parent EITC,Essex,Essex,,33,15,452,21
2008,NYS Noncustodial Parent EITC,Franklin,Franklin,,61,29,468,22
2008,NYS Noncustodial Parent EITC,Fulton,Fulton,,59,23,384,23
2008,NYS Noncustodial Parent EITC,Genesee,Genesee,,53,20,368,24
2008,NYS Noncustodial Parent EITC,Greene,Greene,,34,12,365,25
2008,NYS Noncustodial Parent EITC,Hamilton,Hamilton,d/,,,117,26
2008,NYS Noncustodial Parent EITC,Herkimer,Herkimer,,55,28,500,27
2008,NYS Noncustodial Parent EITC,Jefferson,Jefferson,,87,40,455,28
2008,NYS Noncustodial Parent EITC,Lewis,Lewis,,29,13,436,29
2008,NYS Noncustodial Parent EITC,Livingston,Livingston,,44,15,347,30
2008,NYS Noncustodial Parent EITC,Madison,Madison,,64,29,455,31
2008,NYS Noncustodial Parent EITC,Monroe,Monroe,,403,160,397,32
2008,NYS Noncustodial Parent EITC,Montgomery,Montgomery,,57,22,381,33
2008,NYS Noncustodial Parent EITC,Nassau,Nassau,,96,39,410,34
2008,NYS Noncustodial Parent EITC,Niagara,Niagara,,191,84,441,35
2008,NYS Noncustodial Parent EITC,Oneida,Oneida,,179,70,394,36
2008,NYS Noncustodial Parent EITC,Onondaga,Onondaga,,268,112,419,37
2008,NYS Noncustodial Parent EITC,Ontario,Ontario,,86,31,365,38
2008,NYS Noncustodial Parent EITC,Orange,Orange,,77,32,421,39
2008,NYS Noncustodial Parent EITC,Orleans,Orleans,,39,16,402,40
2008,NYS Noncustodial Parent EITC,Oswego,Oswego,,115,47,405,41
2008,NYS Noncustodial Parent EITC,Otsego,Otsego,,55,26,466,42
2008,NYS Noncustodial Parent EITC,Putnam,Putnam,d/,,,454,43
2008,NYS Noncustodial Parent EITC,Rensselaer,Rensselaer,,115,47,404,44
2008,NYS Noncustodial Parent EITC,Rockland,Rockland,,25,12,471,45
2008,NYS Noncustodial Parent EITC,St. Lawrence,St. Lawrence,,137,55,402,46
2008,NYS Noncustodial Parent EITC,Saratoga,Saratoga,,143,56,394,47
2008,NYS Noncustodial Parent EITC,Schenectady,Schenectady,,106,45,427,48
2008,NYS Noncustodial Parent EITC,Schoharie,Schoharie,,17,8,476,49
2008,NYS Noncustodial Parent EITC,Schuyler,Schuyler,,25,12,487,50
2008,NYS Noncustodial Parent EITC,Seneca,Seneca,,40,19,470,51
2008,NYS Noncustodial Parent EITC,Steuben,Steuben,,123,57,467,52
2008,NYS Noncustodial Parent EITC,Suffolk,Suffolk,,186,78,419,53
2008,NYS Noncustodial Parent EITC,Sullivan,Sullivan,,28,14,500,54
2008,NYS Noncustodial Parent EITC,Tioga,Tioga,,42,16,381,55
2008,NYS Noncustodial Parent EITC,Tompkins,Tompkins,,78,35,446,56
2008,NYS Noncustodial Parent EITC,Ulster,Ulster,,95,45,474,57
2008,NYS Noncustodial Parent EITC,Warren,Warren,,70,28,397,58
2008,NYS Noncustodial Parent EITC,Washington,Washington,,68,28,405,59
2008,NYS Noncustodial Parent EITC,Wayne,Wayne,,106,47,446,60
2008,NYS Noncustodial Parent EITC,Westchester,Westchester,,91,38,419,61
2008,NYS Noncustodial Parent EITC,Wyoming,Wyoming,,38,17,452,62
2008,NYS Noncustodial Parent EITC,Yates,Yates,,21,11,515,63
2008,NYS Noncustodial Parent EITC,Unclassified,Not Applicable,,0,0,0,64
2008,NYS Noncustodial Parent EITC,Grand Total,Grand Total,,6507,2757,424,65
2007,NYC EITC,New York City - Bronx,Bronx,,197120,22318,113,1
2007,NYC EITC,New York City - Kings,Kings,,280222,29124,104,2
2007,NYC EITC,New York City - Manhattan,Manhattan,,144185,13584,94,3
2007,NYC EITC,New York City - Queens,Queens,,211039,19658,93,4
2007,NYC EITC,New York City - Richmond,Richmond,,24869,2376,96,5
2007,NYC EITC,"Total, Non-New York City Counties","Total, Non-New York City Counties",,4804,470,98,7
2007,NYC EITC,All Other *,Not Applicable,,3102,184,59,9
2007,NYC EITC,Grand Total,Grand Total,,865341,87715,101,65
2007,NYS EITC,New York City - Bronx,Bronx,,196021,129757,662,1
2007,NYS EITC,New York City - Kings,Kings,,275968,168417,610,2
2007,NYS EITC,New York City - Manhattan,Manhattan,,142010,79002,556,3
2007,NYS EITC,New York City - Queens,Queens,,207396,113526,547,4
2007,NYS EITC,New York City - Richmond,Richmond,,24496,13747,561,5
2007,NYS EITC,Albany,Albany,,17586,9287,528,7
2007,NYS EITC,Allegany,Allegany,,3310,1865,564,8
2007,NYS EITC,Broome,Broome,,13931,7499,538,9
2007,NYS EITC,Cattaraugus,Cattaraugus,,6158,3477,565,10
2007,NYS EITC,Cayuga,Cayuga,,5481,2987,545,11
2007,NYS EITC,Chautauqua,Chautauqua,,10398,5850,563,12
2007,NYS EITC,Chemung,Chemung,,6875,3819,556,13
2007,NYS EITC,Chenango,Chenango,,4070,2290,563,14
2007,NYS EITC,Clinton,Clinton,,5105,2696,528,15
2007,NYS EITC,Columbia,Columbia,,3706,1942,524,16
2007,NYS EITC,Cortland,Cortland,,3419,1864,545,17
2007,NYS EITC,Delaware,Delaware,,3379,1829,541,18
2007,NYS EITC,Dutchess,Dutchess,,12081,6120,507,19
2007,NYS EITC,Erie,Erie,,59056,32717,554,20
2007,NYS EITC,Essex,Essex,,2438,1298,532,21
2007,NYS EITC,Franklin,Franklin,,3754,2150,573,22
2007,NYS EITC,Fulton,Fulton,,4658,2575,553,23
2007,NYS EITC,Genesee,Genesee,,3768,1998,530,24
2007,NYS EITC,Greene,Greene,,2988,1508,505,25
2007,NYS EITC,Hamilton,Hamilton,,322,159,492,26
2007,NYS EITC,Herkimer,Herkimer,,4715,2663,565,27
2007,NYS EITC,Jefferson,Jefferson,,7574,4324,571,28
2007,NYS EITC,Lewis,Lewis,,1761,968,550,29
2007,NYS EITC,Livingston,Livingston,,3571,1907,534,30
2007,NYS EITC,Madison,Madison,,4355,2367,544,31
2007,NYS EITC,Monroe,Monroe,,50073,28418,568,32
2007,NYS EITC,Montgomery,Montgomery,,4344,2473,569,33
2007,NYS EITC,Nassau,Nassau,,55836,29607,530,34
2007,NYS EITC,Niagara,Niagara,,14386,7743,538,35
2007,NYS EITC,Oneida,Oneida,,17026,9575,562,36
2007,NYS EITC,Onondaga,Onondaga,,30872,17438,565,37
2007,NYS EITC,Ontario,Ontario,,5990,3172,530,38
2007,NYS EITC,Orange,Orange,,20345,12169,598,39
2007,NYS EITC,Orleans,Orleans,,3118,1737,557,40
2007,NYS EITC,Oswego,Oswego,,9059,5080,561,41
2007,NYS EITC,Otsego,Otsego,,3921,2062,526,42
2007,NYS EITC,Putnam,Putnam,,2533,1093,431,43
2007,NYS EITC,Rensselaer,Rensselaer,,9347,4932,528,44
2007,NYS EITC,Rockland,Rockland,,14833,9655,651,45
2007,NYS EITC,St. Lawrence,St. Lawrence,,7689,4310,561,46
2007,NYS EITC,Saratoga,Saratoga,,9672,4876,504,47
2007,NYS EITC,Schenectady,Schenectady,,10665,5988,561,48
2007,NYS EITC,Schoharie,Schoharie,,2086,1100,527,49
2007,NYS EITC,Schuyler,Schuyler,,1347,730,542,50
2007,NYS EITC,Seneca,Seneca,,2333,1240,531,51
2007,NYS EITC,Steuben,Steuben,,7395,4087,553,52
2007,NYS EITC,Suffolk,Suffolk,,70436,37339,530,53
2007,NYS EITC,Sullivan,Sullivan,,5869,3385,577,54
2007,NYS EITC,Tioga,Tioga,,3366,1818,540,55
2007,NYS EITC,Tompkins,Tompkins,,4508,2209,490,56
2007,NYS EITC,Ulster,Ulster,,10601,5374,507,57
2007,NYS EITC,Warren,Warren,,4500,2331,518,58
2007,NYS EITC,Washington,Washington,,4476,2400,536,59
2007,NYS EITC,Wayne,Wayne,,6371,3512,551,60
2007,NYS EITC,Westchester,Westchester,,42124,23118,549,61
2007,NYS EITC,Wyoming,Wyoming,,2327,1202,517,62
2007,NYS EITC,Yates,Yates,,1758,992,564,63
2007,NYS EITC,All Other *,Not Applicable,,27798,6302,227,64
2007,NYS EITC,Grand Total,Grand Total,,1507354,858077,569,65
2007,NYS Noncustodial Parent EITC,New York City - Bronx,Bronx,,121,53,436,1
2007,NYS Noncustodial Parent EITC,New York City - Kings,Kings,,132,58,442,2
2007,NYS Noncustodial Parent EITC,New York City - Manhattan,Manhattan,,98,43,440,3
2007,NYS Noncustodial Parent EITC,New York City - Queens,Queens,,87,36,417,4
2007,NYS Noncustodial Parent EITC,New York City - Richmond,Richmond,,11,5,483,5
2007,NYS Noncustodial Parent EITC,Albany,Albany,,133,49,367,7
2007,NYS Noncustodial Parent EITC,Allegany,Allegany,,48,22,465,8
2007,NYS Noncustodial Parent EITC,Broome,Broome,,202,83,412,9
2007,NYS Noncustodial Parent EITC,Cattaraugus,Cattaraugus,,111,52,470,10
2007,NYS Noncustodial Parent EITC,Cayuga,Cayuga,,84,33,396,11
2007,NYS Noncustodial Parent EITC,Chautauqua,Chautauqua,,128,54,420,12
2007,NYS Noncustodial Parent EITC,Chemung,Chemung,,102,47,459,13
