Tax Year,Credit Type,Place of Residence,County,Notes,Number of Claims,Credit Amount Claimed ($000),Average Credit,Place of Residence Sort Order
2018,NYC EITC,New York City - Bronx,Bronx,,185292,22795,123,1
2018,NYC EITC,New York City - Kings,Kings,,269570,31666,117,2
2018,NYC EITC,New York City - Manhattan,Manhattan,,103966,9928,95,3
2018,NYC EITC,New York City - Queens,Queens,,235766,23988,102,4
2018,NYC EITC,New York City - Richmond,Richmond,,29835,3317,111,5
2018,NYC EITC,"Total, Non-New York City Counties","Total, Non-New York City Counties",,6901,862,125,7
2018,NYC EITC,All Other *,Not Applicable,,8903,633,71,9
2018,NYC EITC,Grand Total,Grand Total,,840233,93188,111,65
2018,NYS EITC,New York City - Bronx,Bronx,,181152,132254,730,1
2018,NYS EITC,New York City - Kings,Kings,,258943,183420,708,2
2018,NYS EITC,New York City - Manhattan,Manhattan,,100344,57900,577,3
2018,NYS EITC,New York City - Queens,Queens,,225095,138611,616,4
2018,NYS EITC,New York City - Richmond,Richmond,,28690,19238,671,5
2018,NYS EITC,Albany,Albany,,18346,12086,659,7
2018,NYS EITC,Allegany,Allegany,,3082,2203,715,8
2018,NYS EITC,Broome,Broome,,13569,9275,684,9
2018,NYS EITC,Cattaraugus,Cattaraugus,,5756,4116,715,10
2018,NYS EITC,Cayuga,Cayuga,,5067,3399,671,11
2018,NYS EITC,Chautauqua,Chautauqua,,9997,7166,717,12
2018,NYS EITC,Chemung,Chemung,,6539,4539,694,13
2018,NYS EITC,Chenango,Chenango,,3702,2540,686,14
2018,NYS EITC,Clinton,Clinton,,5099,3202,628,15
2018,NYS EITC,Columbia,Columbia,,3642,2214,608,16
2018,NYS EITC,Cortland,Cortland,,3215,2155,670,17
2018,NYS EITC,Delaware,Delaware,,3022,1924,637,18
2018,NYS EITC,Dutchess,Dutchess,,13774,8204,596,19
2018,NYS EITC,Erie,Erie,,60533,43211,714,20
2018,NYS EITC,Essex,Essex,,2359,1497,635,21
2018,NYS EITC,Franklin,Franklin,,3548,2490,702,22
2018,NYS EITC,Fulton,Fulton,,4342,3007,693,23
2018,NYS EITC,Genesee,Genesee,,3655,2357,645,24
2018,NYS EITC,Greene,Greene,,2996,1888,630,25
2018,NYS EITC,Hamilton,Hamilton,,279,156,560,26
2018,NYS EITC,Herkimer,Herkimer,,4300,2945,685,27
2018,NYS EITC,Jefferson,Jefferson,,7792,5490,705,28
2018,NYS EITC,Lewis,Lewis,,1753,1172,669,29
2018,NYS EITC,Livingston,Livingston,,3339,2180,653,30
2018,NYS EITC,Madison,Madison,,4165,2722,654,31
2018,NYS EITC,Monroe,Monroe,,51248,35842,699,32
2018,NYS EITC,Montgomery,Montgomery,,4362,3145,721,33
2018,NYS EITC,Nassau,Nassau,,61180,38453,629,34
2018,NYS EITC,Niagara,Niagara,,14284,9542,668,35
2018,NYS EITC,Oneida,Oneida,,17882,13201,738,36
2018,NYS EITC,Onondaga,Onondaga,,31894,22534,707,37
2018,NYS EITC,Ontario,Ontario,,6322,4044,640,38
2018,NYS EITC,Orange,Orange,,23637,18161,768,39
2018,NYS EITC,Orleans,Orleans,,2881,1973,685,40
2018,NYS EITC,Oswego,Oswego,,8589,5984,697,41
2018,NYS EITC,Otsego,Otsego,,3575,2331,652,42
2018,NYS EITC,Putnam,Putnam,,3290,1730,526,43
2018,NYS EITC,Rensselaer,Rensselaer,,9327,6188,663,44
2018,NYS EITC,Rockland,Rockland,,19578,17545,896,45
2018,NYS EITC,St. Lawrence,St. Lawrence,,7010,4924,702,46
2018,NYS EITC,Saratoga,Saratoga,,9640,5736,595,47
2018,NYS EITC,Schenectady,Schenectady,,11445,7913,691,48
2018,NYS EITC,Schoharie,Schoharie,,1868,1190,637,49
2018,NYS EITC,Schuyler,Schuyler,,1295,837,646,50
2018,NYS EITC,Seneca,Seneca,,2272,1473,648,51
2018,NYS EITC,Steuben,Steuben,,6758,4585,678,52
2018,NYS EITC,Suffolk,Suffolk,,75611,48482,641,53
2018,NYS EITC,Sullivan,Sullivan,,5721,4198,734,54
2018,NYS EITC,Tioga,Tioga,,3250,2223,684,55
2018,NYS EITC,Tompkins,Tompkins,,4509,2669,592,56
2018,NYS EITC,Ulster,Ulster,,10615,6392,602,57
2018,NYS EITC,Warren,Warren,,4380,2698,616,58
2018,NYS EITC,Washington,Washington,,4265,2781,652,59
2018,NYS EITC,Wayne,Wayne,,6029,4129,685,60
2018,NYS EITC,Westchester,Westchester,,46144,29930,649,61
2018,NYS EITC,Wyoming,Wyoming,,2210,1433,648,62
2018,NYS EITC,Yates,Yates,,1503,992,660,63
2018,NYS EITC,All Other *,Not Applicable,,36623,10026,274,64
2018,NYS EITC,Grand Total,Grand Total,,1487292,986847,664,65
2018,NYS Noncustodial Parent EITC,New York City - Bronx,Bronx,,411,204,498,1
2018,NYS Noncustodial Parent EITC,New York City - Kings,Kings,,481,242,504,2
2018,NYS Noncustodial Parent EITC,New York City - Manhattan,Manhattan,,244,125,511,3
2018,NYS Noncustodial Parent EITC,New York City - Queens,Queens,,351,180,513,4
2018,NYS Noncustodial Parent EITC,New York City - Richmond,Richmond,,62,28,459,5
2018,NYS Noncustodial Parent EITC,Albany,Albany,,89,43,478,7
2018,NYS Noncustodial Parent EITC,Allegany,Allegany,,25,14,553,8
2018,NYS Noncustodial Parent EITC,Broome,Broome,,87,42,483,9
2018,NYS Noncustodial Parent EITC,Cattaraugus,Cattaraugus,,38,22,567,10
2018,NYS Noncustodial Parent EITC,Cayuga,Cayuga,,42,21,506,11
2018,NYS Noncustodial Parent EITC,Chautauqua,Chautauqua,,63,34,540,12
2018,NYS Noncustodial Parent EITC,Chemung,Chemung,,47,25,522,13
2018,NYS Noncustodial Parent EITC,Chenango,Chenango,,23,13,552,14
2018,NYS Noncustodial Parent EITC,Clinton,Clinton,,53,26,495,15
2018,NYS Noncustodial Parent EITC,Columbia,Columbia,,26,15,558,16
2018,NYS Noncustodial Parent EITC,Cortland,Cortland,,25,14,580,17
2018,NYS Noncustodial Parent EITC,Delaware,Delaware,,24,14,594,18
2018,NYS Noncustodial Parent EITC,Dutchess,Dutchess,,49,25,503,19
2018,NYS Noncustodial Parent EITC,Erie,Erie,,233,103,443,20
2018,NYS Noncustodial Parent EITC,Essex,Essex,,14,7,526,21
2018,NYS Noncustodial Parent EITC,Franklin,Franklin,,14,9,666,22
2018,NYS Noncustodial Parent EITC,Fulton,Fulton,,35,17,498,23
2018,NYS Noncustodial Parent EITC,Genesee,Genesee,,24,11,461,24
2018,NYS Noncustodial Parent EITC,Greene,Greene,,16,9,536,25
2018,NYS Noncustodial Parent EITC,Hamilton,Hamilton,,0,0,0,26
2018,NYS Noncustodial Parent EITC,Herkimer,Herkimer,,32,15,473,27
2018,NYS Noncustodial Parent EITC,Jefferson,Jefferson,,41,24,597,28
2018,NYS Noncustodial Parent EITC,Lewis,Lewis,d/,,,588,29
2018,NYS Noncustodial Parent EITC,Livingston,Livingston,,27,14,517,30
2018,NYS Noncustodial Parent EITC,Madison,Madison,,26,14,527,31
2018,NYS Noncustodial Parent EITC,Monroe,Monroe,,200,90,450,32
2018,NYS Noncustodial Parent EITC,Montgomery,Montgomery,,29,15,516,33
2018,NYS Noncustodial Parent EITC,Nassau,Nassau,,84,49,589,34
2018,NYS Noncustodial Parent EITC,Niagara,Niagara,,91,48,527,35
2018,NYS Noncustodial Parent EITC,Oneida,Oneida,,89,48,538,36
2018,NYS Noncustodial Parent EITC,Onondaga,Onondaga,,166,79,479,37
2018,NYS Noncustodial Parent EITC,Ontario,Ontario,,47,23,483,38
2018,NYS Noncustodial Parent EITC,Orange,Orange,,66,32,488,39
2018,NYS Noncustodial Parent EITC,Orleans,Orleans,,16,9,536,40
2018,NYS Noncustodial Parent EITC,Oswego,Oswego,,70,31,440,41
2018,NYS Noncustodial Parent EITC,Otsego,Otsego,,23,12,509,42
2018,NYS Noncustodial Parent EITC,Putnam,Putnam,d/,,,356,43
2018,NYS Noncustodial Parent EITC,Rensselaer,Rensselaer,,50,21,427,44
2018,NYS Noncustodial Parent EITC,Rockland,Rockland,,17,6,341,45
2018,NYS Noncustodial Parent EITC,St. Lawrence,St. Lawrence,,48,25,520,46
2018,NYS Noncustodial Parent EITC,Saratoga,Saratoga,,53,25,463,47
2018,NYS Noncustodial Parent EITC,Schenectady,Schenectady,,41,18,442,48
2018,NYS Noncustodial Parent EITC,Schoharie,Schoharie,,10,6,625,49
2018,NYS Noncustodial Parent EITC,Schuyler,Schuyler,,13,8,600,50
2018,NYS Noncustodial Parent EITC,Seneca,Seneca,,20,11,532,51
2018,NYS Noncustodial Parent EITC,Steuben,Steuben,,50,24,481,52
2018,NYS Noncustodial Parent EITC,Suffolk,Suffolk,,149,71,474,53
2018,NYS Noncustodial Parent EITC,Sullivan,Sullivan,,18,7,371,54
2018,NYS Noncustodial Parent EITC,Tioga,Tioga,,14,5,363,55
2018,NYS Noncustodial Parent EITC,Tompkins,Tompkins,,35,14,391,56
2018,NYS Noncustodial Parent EITC,Ulster,Ulster,,50,25,504,57
2018,NYS Noncustodial Parent EITC,Warren,Warren,,34,13,380,58
2018,NYS Noncustodial Parent EITC,Washington,Washington,,28,13,468,59
2018,NYS Noncustodial Parent EITC,Wayne,Wayne,,42,20,481,60
2018,NYS Noncustodial Parent EITC,Westchester,Westchester,,89,43,483,61
2018,NYS Noncustodial Parent EITC,Wyoming,Wyoming,,19,8,446,62
2018,NYS Noncustodial Parent EITC,Yates,Yates,d/,,,470,63
2018,NYS Noncustodial Parent EITC,Unclassified,Not Applicable,,0,0,0,64
2018,NYS Noncustodial Parent EITC,Grand Total,Grand Total,,4283,2118,495,65
2017,NYC EITC,New York City - Bronx,Bronx,,193031,24281,126,1
2017,NYC EITC,New York City - Kings,Kings,,286020,34055,119,2
2017,NYC EITC,New York City - Manhattan,Manhattan,,111234,10883,98,3
2017,NYC EITC,New York City - Queens,Queens,,248568,25944,104,4
2017,NYC EITC,New York City - Richmond,Richmond,,30474,3394,111,5
2017,NYC EITC,"Total, Non-New York City Counties","Total, Non-New York City Counties",,7053,873,124,7
2017,NYC EITC,All Other *,Not Applicable,,9827,687,70,9
2017,NYC EITC,Grand Total,Grand Total,,886207,100115,113,65
2017,NYS EITC,New York City - Bronx,Bronx,,188101,140861,749,1
2017,NYS EITC,New York City - Kings,Kings,,275382,197353,717,2
2017,NYS EITC,New York City - Manhattan,Manhattan,,107353,63484,591,3
2017,NYS EITC,New York City - Queens,Queens,,238151,149935,630,4
2017,NYS EITC,New York City - Richmond,Richmond,,29366,19666,670,5
2017,NYS EITC,Albany,Albany,,18885,12316,652,7
2017,NYS EITC,Allegany,Allegany,,3273,2279,696,8
2017,NYS EITC,Broome,Broome,,13788,9337,677,9
2017,NYS EITC,Cattaraugus,Cattaraugus,,6114,4250,695,10
2017,NYS EITC,Cayuga,Cayuga,,5239,3466,662,11
2017,NYS EITC,Chautauqua,Chautauqua,,10280,7306,711,12
2017,NYS EITC,Chemung,Chemung,,6686,4570,684,13
2017,NYS EITC,Chenango,Chenango,,3780,2568,679,14
2017,NYS EITC,Clinton,Clinton,,5358,3261,609,15
2017,NYS EITC,Columbia,Columbia,,3810,2364,621,16
2017,NYS EITC,Cortland,Cortland,,3328,2270,682,17
2017,NYS EITC,Delaware,Delaware,,3254,2111,649,18
2017,NYS EITC,Dutchess,Dutchess,,14210,8433,593,19
2017,NYS EITC,Erie,Erie,,61510,43177,702,20
2017,NYS EITC,Essex,Essex,,2464,1545,627,21
2017,NYS EITC,Franklin,Franklin,,3613,2540,703,22
2017,NYS EITC,Fulton,Fulton,,4482,3050,680,23
2017,NYS EITC,Genesee,Genesee,,3773,2417,641,24
2017,NYS EITC,Greene,Greene,,3002,1814,604,25
2017,NYS EITC,Hamilton,Hamilton,,288,168,583,26
2017,NYS EITC,Herkimer,Herkimer,,4580,3098,676,27
2017,NYS EITC,Jefferson,Jefferson,,8073,5620,696,28
2017,NYS EITC,Lewis,Lewis,,1871,1254,670,29
2017,NYS EITC,Livingston,Livingston,,3496,2267,649,30
2017,NYS EITC,Madison,Madison,,4314,2827,655,31
2017,NYS EITC,Monroe,Monroe,,51793,35737,690,32
2017,NYS EITC,Montgomery,Montgomery,,4421,3188,721,33
2017,NYS EITC,Nassau,Nassau,,62864,39617,630,34
2017,NYS EITC,Niagara,Niagara,,14704,9772,665,35
2017,NYS EITC,Oneida,Oneida,,18171,13280,731,36
2017,NYS EITC,Onondaga,Onondaga,,32616,22660,695,37
2017,NYS EITC,Ontario,Ontario,,6412,4048,631,38
2017,NYS EITC,Orange,Orange,,23992,18180,758,39
2017,NYS EITC,Orleans,Orleans,,3049,2032,666,40
2017,NYS EITC,Oswego,Oswego,,8943,6128,685,41
2017,NYS EITC,Otsego,Otsego,,3800,2404,633,42
2017,NYS EITC,Putnam,Putnam,,3369,1757,522,43
2017,NYS EITC,Rensselaer,Rensselaer,,9629,6322,657,44
2017,NYS EITC,Rockland,Rockland,,19685,17419,885,45
2017,NYS EITC,St. Lawrence,St. Lawrence,,7321,5115,699,46
2017,NYS EITC,Saratoga,Saratoga,,9847,5815,591,47
2017,NYS EITC,Schenectady,Schenectady,,11397,7896,693,48
2017,NYS EITC,Schoharie,Schoharie,,1963,1246,635,49
2017,NYS EITC,Schuyler,Schuyler,,1359,881,649,50
2017,NYS EITC,Seneca,Seneca,,2307,1490,646,51
2017,NYS EITC,Steuben,Steuben,,7024,4748,676,52
2017,NYS EITC,Suffolk,Suffolk,,77460,49852,644,53
2017,NYS EITC,Sullivan,Sullivan,,5856,4194,716,54
2017,NYS EITC,Tioga,Tioga,,3319,2296,692,55
2017,NYS EITC,Tompkins,Tompkins,,4650,2736,588,56
2017,NYS EITC,Ulster,Ulster,,11012,6607,600,57
2017,NYS EITC,Warren,Warren,,4528,2778,614,58
2017,NYS EITC,Washington,Washington,,4507,2900,644,59
2017,NYS EITC,Wayne,Wayne,,6309,4280,678,60
2017,NYS EITC,Westchester,Westchester,,47729,31142,652,61
2017,NYS EITC,Wyoming,Wyoming,,2259,1436,636,62
2017,NYS EITC,Yates,Yates,,1529,1018,666,63
2017,NYS EITC,All Other *,Not Applicable,,36564,9993,273,64
2017,NYS EITC,Grand Total,Grand Total,,1548212,1034582,668,65
2017,NYS Noncustodial Parent EITC,New York City - Bronx,Bronx,,473,238,503,1
2017,NYS Noncustodial Parent EITC,New York City - Kings,Kings,,524,270,516,2
2017,NYS Noncustodial Parent EITC,New York City - Manhattan,Manhattan,,217,104,479,3
2017,NYS Noncustodial Parent EITC,New York City - Queens,Queens,,402,211,524,4
2017,NYS Noncustodial Parent EITC,New York City - Richmond,Richmond,,53,29,538,5
2017,NYS Noncustodial Parent EITC,Albany,Albany,,128,56,441,7
2017,NYS Noncustodial Parent EITC,Allegany,Allegany,,23,10,435,8
2017,NYS Noncustodial Parent EITC,Broome,Broome,,102,50,495,9
2017,NYS Noncustodial Parent EITC,Cattaraugus,Cattaraugus,,50,29,572,10
2017,NYS Noncustodial Parent EITC,Cayuga,Cayuga,,46,26,574,11
2017,NYS Noncustodial Parent EITC,Chautauqua,Chautauqua,,94,49,520,12
2017,NYS Noncustodial Parent EITC,Chemung,Chemung,,50,29,573,13
2017,NYS Noncustodial Parent EITC,Chenango,Chenango,,36,17,472,14
2017,NYS Noncustodial Parent EITC,Clinton,Clinton,,50,24,485,15
2017,NYS Noncustodial Parent EITC,Columbia,Columbia,,20,10,500,16
2017,NYS Noncustodial Parent EITC,Cortland,Cortland,,29,16,546,17
2017,NYS Noncustodial Parent EITC,Delaware,Delaware,,19,10,507,18
2017,NYS Noncustodial Parent EITC,Dutchess,Dutchess,,59,30,515,19
2017,NYS Noncustodial Parent EITC,Erie,Erie,,322,156,485,20
2017,NYS Noncustodial Parent EITC,Essex,Essex,,19,10,516,21
2017,NYS Noncustodial Parent EITC,Franklin,Franklin,,24,15,621,22
2017,NYS Noncustodial Parent EITC,Fulton,Fulton,,34,17,511,23
2017,NYS Noncustodial Parent EITC,Genesee,Genesee,,24,13,547,24
2017,NYS Noncustodial Parent EITC,Greene,Greene,,19,9,466,25
2017,NYS Noncustodial Parent EITC,Hamilton,Hamilton,d/,,,402,26
2017,NYS Noncustodial Parent EITC,Herkimer,Herkimer,,38,18,463,27
2017,NYS Noncustodial Parent EITC,Jefferson,Jefferson,,42,21,498,28
2017,NYS Noncustodial Parent EITC,Lewis,Lewis,d/,,,626,29
2017,NYS Noncustodial Parent EITC,Livingston,Livingston,,29,16,555,30
2017,NYS Noncustodial Parent EITC,Madison,Madison,,33,15,467,31
2017,NYS Noncustodial Parent EITC,Monroe,Monroe,,268,118,441,32
2017,NYS Noncustodial Parent EITC,Montgomery,Montgomery,,35,17,471,33
2017,NYS Noncustodial Parent EITC,Nassau,Nassau,,101,54,537,34
2017,NYS Noncustodial Parent EITC,Niagara,Niagara,,111,52,470,35
2017,NYS Noncustodial Parent EITC,Oneida,Oneida,,119,57,482,36
2017,NYS Noncustodial Parent EITC,Onondaga,Onondaga,,191,95,498,37
2017,NYS Noncustodial Parent EITC,Ontario,Ontario,,57,26,452,38
2017,NYS Noncustodial Parent EITC,Orange,Orange,,59,29,498,39
2017,NYS Noncustodial Parent EITC,Orleans,Orleans,,21,8,380,40
2017,NYS Noncustodial Parent EITC,Oswego,Oswego,,77,42,543,41
2017,NYS Noncustodial Parent EITC,Otsego,Otsego,,28,14,508,42
2017,NYS Noncustodial Parent EITC,Putnam,Putnam,d/,,,652,43
2017,NYS Noncustodial Parent EITC,Rensselaer,Rensselaer,,66,31,475,44
2017,NYS Noncustodial Parent EITC,Rockland,Rockland,,29,12,424,45
2017,NYS Noncustodial Parent EITC,St. Lawrence,St. Lawrence,,59,33,562,46
2017,NYS Noncustodial Parent EITC,Saratoga,Saratoga,,54,27,508,47
2017,NYS Noncustodial Parent EITC,Schenectady,Schenectady,,63,28,439,48
2017,NYS Noncustodial Parent EITC,Schoharie,Schoharie,,14,9,660,49
2017,NYS Noncustodial Parent EITC,Schuyler,Schuyler,,14,6,452,50
2017,NYS Noncustodial Parent EITC,Seneca,Seneca,,14,9,616,51
2017,NYS Noncustodial Parent EITC,Steuben,Steuben,,66,36,550,52
2017,NYS Noncustodial Parent EITC,Suffolk,Suffolk,,156,78,500,53
2017,NYS Noncustodial Parent EITC,Sullivan,Sullivan,,23,13,546,54
2017,NYS Noncustodial Parent EITC,Tioga,Tioga,,22,10,459,55
2017,NYS Noncustodial Parent EITC,Tompkins,Tompkins,,41,20,477,56
2017,NYS Noncustodial Parent EITC,Ulster,Ulster,,60,30,504,57
2017,NYS Noncustodial Parent EITC,Warren,Warren,,33,14,418,58
2017,NYS Noncustodial Parent EITC,Washington,Washington,,29,14,497,59
2017,NYS Noncustodial Parent EITC,Wayne,Wayne,,46,18,385,60
2017,NYS Noncustodial Parent EITC,Westchester,Westchester,,96,43,448,61
2017,NYS Noncustodial Parent EITC,Wyoming,Wyoming,,21,10,465,62
2017,NYS Noncustodial Parent EITC,Yates,Yates,,10,5,463,63
2017,NYS Noncustodial Parent EITC,Unclassified,Not Applicable,,0,0,0,64
2017,NYS Noncustodial Parent EITC,Grand Total,Grand Total,,4959,2467,498,65
2016,NYC EITC,New York City - Bronx,Bronx,,195538,24117,123,1
2016,NYC EITC,New York City - Kings,Kings,,292902,34701,118,2
2016,NYC EITC,New York City - Manhattan,Manhattan,,115979,11171,96,3
2016,NYC EITC,New York City - Queens,Queens,,250071,26059,104,4
2016,NYC EITC,New York City - Richmond,Richmond,,29952,3283,110,5
2016,NYC EITC,"Total, Non-New York City Counties","Total, Non-New York City Counties",,6739,816,121,7
2016,NYC EITC,All Other *,Not Applicable,,9535,665,70,9
2016,NYC EITC,Grand Total,Grand Total,,900716,100812,112,65
2016,NYS EITC,New York City - Bronx,Bronx,,190404,139930,735,1
2016,NYS EITC,New York City - Kings,Kings,,281960,201268,714,2
2016,NYS EITC,New York City - Manhattan,Manhattan,,111884,65194,583,3
2016,NYS EITC,New York City - Queens,Queens,,239608,150719,629,4
2016,NYS EITC,New York City - Richmond,Richmond,,28924,19065,659,5
2016,NYS EITC,Albany,Albany,,19064,12141,637,7
2016,NYS EITC,Allegany,Allegany,,3419,2356,689,8
2016,NYS EITC,Broome,Broome,,14170,9488,670,9
2016,NYS EITC,Cattaraugus,Cattaraugus,,6212,4310,694,10
2016,NYS EITC,Cayuga,Cayuga,,5497,3646,663,11
2016,NYS EITC,Chautauqua,Chautauqua,,10548,7337,696,12
2016,NYS EITC,Chemung,Chemung,,7032,4798,682,13
2016,NYS EITC,Chenango,Chenango,,3959,2616,661,14
2016,NYS EITC,Clinton,Clinton,,5402,3280,607,15
2016,NYS EITC,Columbia,Columbia,,3939,2416,613,16
2016,NYS EITC,Cortland,Cortland,,3407,2256,662,17
2016,NYS EITC,Delaware,Delaware,,3327,2126,639,18
2016,NYS EITC,Dutchess,Dutchess,,14319,8422,588,19
2016,NYS EITC,Erie,Erie,,62435,42571,682,20
2016,NYS EITC,Essex,Essex,,2593,1564,603,21
2016,NYS EITC,Franklin,Franklin,,3724,2600,698,22
2016,NYS EITC,Fulton,Fulton,,4674,3120,668,23
2016,NYS EITC,Genesee,Genesee,,3860,2454,636,24
2016,NYS EITC,Greene,Greene,,3074,1907,620,25
2016,NYS EITC,Hamilton,Hamilton,,297,165,556,26
2016,NYS EITC,Herkimer,Herkimer,,4678,3099,663,27
2016,NYS EITC,Jefferson,Jefferson,,8234,5762,700,28
2016,NYS EITC,Lewis,Lewis,,1949,1324,679,29
2016,NYS EITC,Livingston,Livingston,,3575,2291,641,30
2016,NYS EITC,Madison,Madison,,4494,2927,651,31
2016,NYS EITC,Monroe,Monroe,,52257,35404,677,32
2016,NYS EITC,Montgomery,Montgomery,,4549,3203,704,33
2016,NYS EITC,Nassau,Nassau,,63433,39375,621,34
2016,NYS EITC,Niagara,Niagara,,15202,9928,653,35
2016,NYS EITC,Oneida,Oneida,,18438,13310,722,36
2016,NYS EITC,Onondaga,Onondaga,,32830,22263,678,37
2016,NYS EITC,Ontario,Ontario,,6639,4219,635,38
2016,NYS EITC,Orange,Orange,,24128,18075,749,39
2016,NYS EITC,Orleans,Orleans,,3106,2069,666,40
2016,NYS EITC,Oswego,Oswego,,9351,6259,669,41
2016,NYS EITC,Otsego,Otsego,,3862,2447,634,42
2016,NYS EITC,Putnam,Putnam,,3328,1758,528,43
2016,NYS EITC,Rensselaer,Rensselaer,,9964,6425,645,44
2016,NYS EITC,Rockland,Rockland,,19314,16859,873,45
2016,NYS EITC,St. Lawrence,St. Lawrence,,7545,5174,686,46
2016,NYS EITC,Saratoga,Saratoga,,10273,6010,585,47
2016,NYS EITC,Schenectady,Schenectady,,11450,7778,679,48
2016,NYS EITC,Schoharie,Schoharie,,2035,1281,629,49
2016,NYS EITC,Schuyler,Schuyler,,1352,870,643,50
2016,NYS EITC,Seneca,Seneca,,2386,1526,640,51
2016,NYS EITC,Steuben,Steuben,,7261,4847,668,52
2016,NYS EITC,Suffolk,Suffolk,,78475,49897,636,53
2016,NYS EITC,Sullivan,Sullivan,,5892,4202,713,54
2016,NYS EITC,Tioga,Tioga,,3563,2403,675,55
2016,NYS EITC,Tompkins,Tompkins,,4774,2756,577,56
2016,NYS EITC,Ulster,Ulster,,11048,6639,601,57
2016,NYS EITC,Warren,Warren,,4712,2848,604,58
2016,NYS EITC,Washington,Washington,,4613,2977,645,59
2016,NYS EITC,Wayne,Wayne,,6466,4367,675,60
2016,NYS EITC,Westchester,Westchester,,47775,30819,645,61
2016,NYS EITC,Wyoming,Wyoming,,2406,1523,633,62
2016,NYS EITC,Yates,Yates,,1620,1049,648,63
2016,NYS EITC,All Other *,Not Applicable,,36518,10113,277,64
2016,NYS EITC,Grand Total,Grand Total,,1573227,1039820,661,65
2016,NYS Noncustodial Parent EITC,New York City - Bronx,Bronx,,484,248,513,1
2016,NYS Noncustodial Parent EITC,New York City - Kings,Kings,,555,283,509,2
2016,NYS Noncustodial Parent EITC,New York City - Manhattan,Manhattan,,262,133,506,3
2016,NYS Noncustodial Parent EITC,New York City - Queens,Queens,,461,237,515,4
2016,NYS Noncustodial Parent EITC,New York City - Richmond,Richmond,,64,27,429,5
2016,NYS Noncustodial Parent EITC,Albany,Albany,,128,60,471,7
2016,NYS Noncustodial Parent EITC,Allegany,Allegany,,29,16,563,8
2016,NYS Noncustodial Parent EITC,Broome,Broome,,95,51,533,9
2016,NYS Noncustodial Parent EITC,Cattaraugus,Cattaraugus,,59,34,572,10
2016,NYS Noncustodial Parent EITC,Cayuga,Cayuga,,34,17,508,11
2016,NYS Noncustodial Parent EITC,Chautauqua,Chautauqua,,99,50,506,12
2016,NYS Noncustodial Parent EITC,Chemung,Chemung,,53,28,532,13
2016,NYS Noncustodial Parent EITC,Chenango,Chenango,,39,24,628,14
2016,NYS Noncustodial Parent EITC,Clinton,Clinton,,63,34,545,15
2016,NYS Noncustodial Parent EITC,Columbia,Columbia,,25,13,536,16
2016,NYS Noncustodial Parent EITC,Cortland,Cortland,,17,8,454,17
2016,NYS Noncustodial Parent EITC,Delaware,Delaware,,15,8,543,18
2016,NYS Noncustodial Parent EITC,Dutchess,Dutchess,,70,38,548,19
2016,NYS Noncustodial Parent EITC,Erie,Erie,,367,184,500,20
2016,NYS Noncustodial Parent EITC,Essex,Essex,,18,9,488,21
2016,NYS Noncustodial Parent EITC,Franklin,Franklin,,14,6,455,22
2016,NYS Noncustodial Parent EITC,Fulton,Fulton,,27,16,597,23
2016,NYS Noncustodial Parent EITC,Genesee,Genesee,,20,12,589,24
2016,NYS Noncustodial Parent EITC,Greene,Greene,,16,10,624,25
2016,NYS Noncustodial Parent EITC,Hamilton,Hamilton,,0,0,0,26
2016,NYS Noncustodial Parent EITC,Herkimer,Herkimer,,39,18,456,27
2016,NYS Noncustodial Parent EITC,Jefferson,Jefferson,,57,28,490,28
2016,NYS Noncustodial Parent EITC,Lewis,Lewis,,18,8,454,29
2016,NYS Noncustodial Parent EITC,Livingston,Livingston,,26,15,587,30
2016,NYS Noncustodial Parent EITC,Madison,Madison,,24,11,439,31
2016,NYS Noncustodial Parent EITC,Monroe,Monroe,,246,119,484,32
2016,NYS Noncustodial Parent EITC,Montgomery,Montgomery,,29,12,399,33
2016,NYS Noncustodial Parent EITC,Nassau,Nassau,,120,59,495,34
2016,NYS Noncustodial Parent EITC,Niagara,Niagara,,108,49,453,35
2016,NYS Noncustodial Parent EITC,Oneida,Oneida,,139,66,477,36
2016,NYS Noncustodial Parent EITC,Onondaga,Onondaga,,168,80,476,37
2016,NYS Noncustodial Parent EITC,Ontario,Ontario,,47,23,490,38
2016,NYS Noncustodial Parent EITC,Orange,Orange,,67,29,426,39
2016,NYS Noncustodial Parent EITC,Orleans,Orleans,,20,8,406,40
2016,NYS Noncustodial Parent EITC,Oswego,Oswego,,73,38,525,41
2016,NYS Noncustodial Parent EITC,Otsego,Otsego,,27,12,452,42
2016,NYS Noncustodial Parent EITC,Putnam,Putnam,d/,,,386,43
2016,NYS Noncustodial Parent EITC,Rensselaer,Rensselaer,,63,32,501,44
2016,NYS Noncustodial Parent EITC,Rockland,Rockland,,25,15,608,45
2016,NYS Noncustodial Parent EITC,St. Lawrence,St. Lawrence,,78,43,555,46
2016,NYS Noncustodial Parent EITC,Saratoga,Saratoga,,64,30,473,47
2016,NYS Noncustodial Parent EITC,Schenectady,Schenectady,,60,29,488,48
2016,NYS Noncustodial Parent EITC,Schoharie,Schoharie,,19,14,720,49
2016,NYS Noncustodial Parent EITC,Schuyler,Schuyler,,10,7,705,50
2016,NYS Noncustodial Parent EITC,Seneca,Seneca,,14,7,516,51
2016,NYS Noncustodial Parent EITC,Steuben,Steuben,,81,41,508,52
